"id_emprestimo";"codigo_barras";"data_renovacao";"data_emprestimo";"data_devolucao";"nome_usuario";"id_vinculo_usuario";"tipo_vinculo_usuario"
"19838";"L112796";"";"2002-11-12 19:48:00";"2002-11-12 19:56:00";"Usuário de Migração";"0";"OUTROS"
"19839";"L112797";"";"2002-11-12 19:48:00";"2002-11-12 19:57:00";"Usuário de Migração";"0";"OUTROS"
"19840";"L112798";"";"2002-11-12 19:48:00";"2002-11-12 20:01:00";"Usuário de Migração";"0";"OUTROS"
"19841";"L112796";"";"2002-11-12 21:00:00";"2002-11-12 21:01:00";"Usuário de Migração";"0";"OUTROS"
"19842";"L112797";"";"2002-11-12 21:02:00";"2002-11-12 21:14:00";"Usuário de Migração";"0";"OUTROS"
"19843";"L112798";"";"2002-11-12 21:03:00";"2002-11-12 21:15:00";"Usuário de Migração";"0";"OUTROS"
"19844";"L112796";"";"2002-11-12 22:15:00";"2002-11-12 22:27:00";"Usuário de Migração";"0";"OUTROS"
"19845";"L112797";"";"2002-11-12 22:15:00";"2002-11-12 22:28:00";"Usuário de Migração";"0";"OUTROS"
"19846";"L112798";"";"2002-11-12 22:15:00";"2002-11-12 22:15:00";"Usuário de Migração";"0";"OUTROS"
"19847";"L112798";"";"2002-11-12 22:15:00";"2002-11-12 22:15:00";"Usuário de Migração";"0";"OUTROS"
"19848";"L112798";"";"2002-11-12 22:15:00";"2002-11-12 22:28:00";"Usuário de Migração";"0";"OUTROS"
"19849";"L112796";"";"2002-11-12 22:28:00";"2002-11-12 22:28:00";"Usuário de Migração";"0";"OUTROS"
"19850";"L112797";"";"2002-11-12 22:28:00";"2002-11-12 22:31:00";"Usuário de Migração";"0";"OUTROS"
"19851";"L112798";"";"2002-11-12 22:28:00";"2002-11-12 22:28:00";"Usuário de Migração";"0";"OUTROS"
"19852";"L112798";"";"2002-11-12 22:28:00";"2002-11-12 22:31:00";"Usuário de Migração";"0";"OUTROS"
"19853";"L112796";"";"2002-11-12 22:28:00";"2002-11-12 22:30:00";"Usuário de Migração";"0";"OUTROS"
"19854";"L112796";"";"2002-11-12 22:30:00";"2002-11-12 22:30:00";"Usuário de Migração";"0";"OUTROS"
"19855";"L112796";"";"2002-11-12 22:30:00";"2002-11-12 22:30:00";"Usuário de Migração";"0";"OUTROS"
"19856";"L112796";"";"2002-11-12 22:30:00";"2002-11-12 22:32:00";"Usuário de Migração";"0";"OUTROS"
"19857";"L112798";"";"2002-11-12 22:31:00";"2002-11-12 22:40:00";"Usuário de Migração";"0";"OUTROS"
"19858";"L112797";"";"2002-11-12 22:31:00";"2002-11-12 22:40:00";"Usuário de Migração";"0";"OUTROS"
"19859";"L112796";"";"2002-11-12 22:32:00";"2002-11-12 22:32:00";"Usuário de Migração";"0";"OUTROS"
"19860";"L112796";"";"2002-11-12 22:32:00";"2002-11-12 22:38:00";"Usuário de Migração";"0";"OUTROS"
"19861";"L112796";"";"2002-11-12 22:38:00";"2002-11-12 22:39:00";"Usuário de Migração";"0";"OUTROS"
"19862";"L189799";"";"2002-11-14 20:04:00";"2002-11-14 20:04:00";"Usuário de Migração";"0";"OUTROS"
"19863";"L189799";"";"2002-11-14 20:04:00";"2002-11-14 20:05:00";"Usuário de Migração";"0";"OUTROS"
"19864";"L112797";"";"2002-11-14 20:05:00";"2002-11-14 20:06:00";"Usuário de Migração";"0";"OUTROS"
"19865";"L112797";"";"2002-11-14 20:06:00";"2002-11-14 20:06:00";"Usuário de Migração";"0";"OUTROS"
"19866";"L112797";"";"2002-11-14 20:07:00";"2002-11-14 20:08:00";"Usuário de Migração";"0";"OUTROS"
"19867";"L112796";"";"2002-11-14 20:09:00";"2002-11-14 20:10:00";"Usuário de Migração";"0";"OUTROS"
"19868";"L112797";"";"2002-11-14 20:12:00";"2002-11-14 20:12:00";"Usuário de Migração";"0";"OUTROS"
"19869";"L112796";"";"2002-11-14 20:19:00";"2002-11-14 20:19:00";"Usuário de Migração";"0";"OUTROS"
"19870";"L112796";"";"2002-11-14 20:21:00";"2002-11-14 20:21:00";"Usuário de Migração";"0";"OUTROS"
"19871";"L112798";"";"2002-11-14 20:23:00";"2002-11-14 20:23:00";"Usuário de Migração";"0";"OUTROS"
"19872";"L112796";"";"2002-11-14 20:28:00";"2002-11-14 20:28:00";"Usuário de Migração";"0";"OUTROS"
"19873";"L112796";"";"2002-11-14 20:29:00";"2002-11-14 20:29:00";"Usuário de Migração";"0";"OUTROS"
"19874";"L112796";"";"2002-11-14 20:29:00";"2002-11-14 20:30:00";"Usuário de Migração";"0";"OUTROS"
"19875";"L112796";"";"2002-11-14 20:30:00";"2002-11-14 20:31:00";"Usuário de Migração";"0";"OUTROS"
"19876";"L112796";"";"2002-11-14 20:34:00";"2002-11-14 20:35:00";"Usuário de Migração";"0";"OUTROS"
"19877";"L112796";"";"2002-11-14 20:37:00";"2002-11-14 20:38:00";"Usuário de Migração";"0";"OUTROS"
"19878";"L112796";"";"2002-11-14 21:18:00";"2002-11-14 21:19:00";"Usuário de Migração";"0";"OUTROS"
"19879";"L112796";"";"2002-11-14 21:25:00";"2002-11-14 21:26:00";"Usuário de Migração";"0";"OUTROS"
"19880";"L112796";"";"2002-11-14 21:49:00";"2002-11-14 21:49:00";"Usuário de Migração";"0";"OUTROS"
"19881";"L112796";"";"2002-11-14 21:54:00";"2002-11-14 21:54:00";"Usuário de Migração";"0";"OUTROS"
"19882";"L112796";"";"2002-11-14 21:56:00";"2002-11-14 21:56:00";"Usuário de Migração";"0";"OUTROS"
"19883";"L112796";"";"2002-11-14 22:01:00";"2002-11-14 22:01:00";"Usuário de Migração";"0";"OUTROS"
"19884";"L112796";"";"2002-11-14 22:07:00";"2002-11-14 22:07:00";"Usuário de Migração";"0";"OUTROS"
"19885";"L112796";"";"2002-11-14 22:10:00";"2002-11-14 22:10:00";"Usuário de Migração";"0";"OUTROS"
"19886";"L112796";"";"2002-11-14 22:13:00";"2002-11-14 22:13:00";"Usuário de Migração";"0";"OUTROS"
"19887";"L112796";"";"2002-11-14 22:15:00";"2002-11-14 22:16:00";"Usuário de Migração";"0";"OUTROS"
"19888";"L112796";"";"2002-11-14 22:17:00";"2002-11-14 22:17:00";"Usuário de Migração";"0";"OUTROS"
"19889";"L112796";"";"2002-11-14 22:20:00";"2002-11-14 22:20:00";"Usuário de Migração";"0";"OUTROS"
"19890";"L112796";"";"2002-11-14 22:27:00";"2002-11-14 22:27:00";"Usuário de Migração";"0";"OUTROS"
"19891";"L112796";"";"2002-11-18 17:50:00";"2002-11-18 17:51:00";"Usuário de Migração";"0";"OUTROS"
"19892";"L112796";"";"2002-11-18 17:51:00";"2002-11-18 17:51:00";"Usuário de Migração";"0";"OUTROS"
"19893";"L112797";"";"2002-11-18 17:52:00";"2002-11-18 17:52:00";"Usuário de Migração";"0";"OUTROS"
"19894";"L112796";"";"2002-11-18 17:54:00";"2002-11-18 17:54:00";"Usuário de Migração";"0";"OUTROS"
"19895";"L112796";"";"2002-11-18 17:54:00";"2002-11-18 17:54:00";"Usuário de Migração";"0";"OUTROS"
"19896";"L112796";"";"2002-11-18 17:55:00";"2002-11-18 17:56:00";"Usuário de Migração";"0";"OUTROS"
"19897";"L112796";"";"2002-11-18 18:00:00";"2002-11-18 18:01:00";"Usuário de Migração";"0";"OUTROS"
"19898";"L112796";"";"2002-11-18 19:03:00";"2002-11-18 19:04:00";"Usuário de Migração";"0";"OUTROS"
"19899";"L112796";"";"2002-11-18 19:08:00";"2002-11-18 19:09:00";"Usuário de Migração";"0";"OUTROS"
"19900";"L112796";"";"2002-11-18 20:20:00";"2002-11-18 20:20:00";"Usuário de Migração";"0";"OUTROS"
"19901";"L112796";"";"2002-11-18 20:20:00";"2002-11-18 20:20:00";"Usuário de Migração";"0";"OUTROS"
"19902";"L112796";"";"2002-11-18 20:23:00";"2002-11-18 20:23:00";"Usuário de Migração";"0";"OUTROS"
"19903";"L112796";"";"2002-11-18 20:24:00";"2002-11-18 20:24:00";"Usuário de Migração";"0";"OUTROS"
"19904";"L112796";"";"2002-11-18 20:26:00";"2002-11-18 20:26:00";"Usuário de Migração";"0";"OUTROS"
"19905";"L176226_17/10/2014 13:13:14";"";"2002-11-19 20:08:00";"2002-11-19 20:08:00";"Usuário de Migração";"0";"OUTROS"
"19906";"L147080";"";"2002-11-19 20:23:00";"2002-11-19 20:37:00";"Usuário de Migração";"0";"OUTROS"
"19907";"L163658";"";"2002-11-19 20:23:00";"2002-11-19 20:34:00";"Usuário de Migração";"0";"OUTROS"
"19908";"L174203";"";"2002-11-19 20:23:00";"2002-11-19 20:29:00";"Usuário de Migração";"0";"OUTROS"
"19909";"L174925";"";"2002-11-19 20:23:00";"2002-11-19 20:24:00";"Usuário de Migração";"0";"OUTROS"
"19910";"L174925";"";"2002-11-19 20:24:00";"2002-11-19 20:26:00";"Usuário de Migração";"0";"OUTROS"
"19911";"L174203";"";"2002-11-19 20:31:00";"2002-11-19 20:31:00";"Usuário de Migração";"0";"OUTROS"
"19912";"L174203";"";"2002-11-19 20:31:00";"2002-11-19 20:32:00";"Usuário de Migração";"0";"OUTROS"
"19913";"L112796";"";"2002-11-19 21:24:00";"2002-11-19 21:25:00";"Usuário de Migração";"0";"OUTROS"
"19914";"L112796";"";"2002-11-19 21:25:00";"2002-11-22 18:25:00";"Usuário de Migração";"0";"OUTROS"
"19915";"L112976";"";"2002-11-22 18:20:00";"2002-11-22 18:20:00";"Usuário de Migração";"0";"OUTROS"
"19916";"L112796";"";"2002-11-22 18:25:00";"2002-11-22 18:25:00";"Usuário de Migração";"0";"OUTROS"
"19917";"L112796";"";"2002-11-22 18:25:00";"2002-11-22 18:25:00";"Usuário de Migração";"0";"OUTROS"
"19918";"L112796";"";"2002-11-22 18:26:00";"2002-11-22 18:27:00";"Usuário de Migração";"0";"OUTROS"
"19919";"L112796";"";"2002-11-22 18:27:00";"2002-11-22 18:27:00";"Usuário de Migração";"0";"OUTROS"
"19920";"L112796";"";"2002-11-22 18:29:00";"2002-11-22 18:29:00";"Usuário de Migração";"0";"OUTROS"
"19921";"L112796";"";"2002-11-22 18:29:00";"2002-11-22 18:29:00";"Usuário de Migração";"0";"OUTROS"
"19922";"L112796";"";"2002-11-22 18:41:00";"2002-11-22 18:41:00";"Usuário de Migração";"0";"OUTROS"
"19923";"L112796";"";"2002-11-22 18:41:00";"2002-11-22 18:43:00";"Usuário de Migração";"0";"OUTROS"
"19924";"L112796";"";"2002-11-22 18:43:00";"2002-11-22 18:43:00";"Usuário de Migração";"0";"OUTROS"
"19925";"L112796";"";"2002-11-22 18:43:00";"2002-11-22 18:53:00";"Usuário de Migração";"0";"OUTROS"
"19926";"L112796";"";"2002-11-22 18:53:00";"2002-11-22 18:58:00";"Usuário de Migração";"0";"OUTROS"
"19927";"L112796";"";"2002-11-22 19:05:00";"2002-11-22 19:05:00";"Usuário de Migração";"0";"OUTROS"
"19928";"L112796";"";"2002-11-22 19:16:00";"2002-11-22 19:16:00";"Usuário de Migração";"0";"OUTROS"
"19929";"L112796";"2002-11-22 19:17:00";"2002-11-22 19:17:00";"2002-11-28 18:30:00";"Usuário de Migração";"0";"OUTROS"
"19930";"L176226_17/10/2014 13:13:14";"";"2002-11-25 16:59:00";"2002-11-26 11:11:00";"Usuário de Migração";"0";"OUTROS"
"19931";"L176226_17/10/2014 13:13:14";"";"2002-11-26 11:14:00";"2002-11-26 11:28:00";"Usuário de Migração";"0";"OUTROS"
"19932";"L107232";"";"2002-11-27 18:39:00";"2002-11-27 18:42:00";"Usuário de Migração";"0";"OUTROS"
"19933";"L107232";"";"2002-11-27 18:49:00";"2002-11-27 18:50:00";"Usuário de Migração";"0";"OUTROS"
"19934";"L107232";"";"2002-11-27 18:53:00";"2002-11-27 18:55:00";"Usuário de Migração";"0";"OUTROS"
"19935";"L107232";"";"2002-11-27 19:04:00";"2002-11-27 19:05:00";"Usuário de Migração";"0";"OUTROS"
"19936";"L107232";"";"2002-11-27 19:09:00";"2002-11-27 19:10:00";"Usuário de Migração";"0";"OUTROS"
"19937";"L107232";"";"2002-11-27 19:14:00";"2002-11-27 19:14:00";"Usuário de Migração";"0";"OUTROS"
"19938";"L107232";"";"2002-11-27 19:21:00";"2002-11-27 19:22:00";"Usuário de Migração";"0";"OUTROS"
"19939";"L107232";"";"2002-11-27 19:28:00";"2002-11-27 19:35:00";"Usuário de Migração";"0";"OUTROS"
"19940";"L107232";"";"2002-11-28 10:48:00";"2002-11-28 10:53:00";"Usuário de Migração";"0";"OUTROS"
"19941";"L107232";"";"2002-11-28 10:53:00";"2002-11-28 11:02:00";"Usuário de Migração";"0";"OUTROS"
"19942";"L107232";"";"2002-11-28 11:02:00";"2002-11-28 11:03:00";"Usuário de Migração";"0";"OUTROS"
"19943";"L107232";"";"2002-11-28 11:08:00";"2002-11-28 11:09:00";"Usuário de Migração";"0";"OUTROS"
"19944";"L107232";"";"2002-11-28 11:14:00";"2002-11-28 11:14:00";"Usuário de Migração";"0";"OUTROS"
"19945";"L176226_17/10/2014 13:13:14";"";"2002-11-28 18:40:00";"2002-11-28 18:40:00";"Usuário de Migração";"0";"OUTROS"
